"table_name","col_order","column_name","data_type","is_nullable","column_default","column_comment","example_value"
"scientific_research_institute","1","id","character varying(64)","NO",,"主键 (Original: sri_master.sri_id, ES: _id)","KYS34552"
"scientific_research_institute","2","source_id","character varying(64)","YES",,"源ID (Original: sri_master.id, ES: _source.ID)","S34552"
"scientific_research_institute","3","external_id","character varying(64)","YES",,"外部ID (Original: sri_master.f_id, ES: _source.F_ID)","16110"
"scientific_research_institute","4","org_code","character varying(64)","YES",,"机构ID (Original: sri_master.org_id, ES: _source.ORGID)","KYS34552"
"scientific_research_institute","5","name","character varying(255)","YES",,"院所名称 (Original: sri_master.name, ES: _source.NAME)","佛山市釉面建筑陶瓷工程技术研究开发中心"
"scientific_research_institute","6","founding_year","integer","YES",,"成立年份 (Original: sri_master.year, ES: _source.YEAR)","2011"
"scientific_research_institute","7","description","text","YES",,"信息/描述 (Original: sri_master.info, ES: _source.INFO)","瓷砖"
"scientific_research_institute","8","introduction","text","YES",,"简介 (Original: sri_master.introduction, ES: _source.INTRO)","该中心依托广东金意陶陶瓷有限公司，公司是国内第一家生产喷墨薄板砖、第一家在意大利和西班牙生产陶瓷产品的企业。"
"scientific_research_institute","9","website_url","character varying(500)","YES",,"官网 (Original: sri_master.url, ES: _source.URL)","http://www.gtnxyh.com"
"scientific_research_institute","10","legal_representative","character varying(100)","YES",,"法人/负责人 (Original: sri_master.legal_person, ES: _source.PERSON)","黄慧宁"
"scientific_research_institute","11","principal","character varying(100)","YES",,"主要负责人 (Original: sri_master.principal, ES: _source.MULTIPERSON)","黄慧宁"
"scientific_research_institute","12","academic_leader","character varying(255)","YES",,"学术带头人 (Original: sri_master.academic_leader, ES: _source.LEADRESH)","吴爱华;  姜萍"
"scientific_research_institute","13","staff_count","character varying(100)","YES",,"人员规模 (Original: sri_master.number_of_staff, ES: _source.EMPS)","96"
"scientific_research_institute","14","technical_staff_count","character varying(100)","YES",,"科技人员数 (Original: sri_master.number_of_technical_personnel, ES: _source.TECHS)","45"
"scientific_research_institute","15","research_direction","text","YES",,"研究方向 (Original: sri_master.research_direction_description, ES: _source.RESHDIS)","钢铁装备能效监控及调优工程化、产业化研究。"
"scientific_research_institute","16","major_tasks","text","YES",,"重大事项 (Original: sri_master.major_research_task, ES: _source.MATTER)","新型高分子材料AMB树脂产业化项目"
"scientific_research_institute","17","key_lab_name","text","YES",,"重点实验室 (Original: sri_master.key_name, ES: _source.KEYNAME)","小麦深加工实验室,氨基酸实验室,淀粉糖实验室,质量控制实验室,生物工程实验室."
"scientific_research_institute","18","has_doctor_point","character varying(50)","YES",,"具备博士点 (Original: sri_master.fpd, ES: _source.FPD)","Y"
"scientific_research_institute","19","evaluation_score","character varying(50)","YES",,"综合评分 (Original: sri_master.index_score, ES: _source.MARK)","0"
"scientific_research_institute","20","patent_count","character varying(50)","YES",,"专利数量 (Original: sri_master.number_of_patent, ES: _source.PATENTS)","32"
"scientific_research_institute","21","project_funding","character varying(100)","YES",,"项目经费 (Original: sri_master.project_funding, ES: _source.XIANGMUMONEY)","2488"
"scientific_research_institute","22","journal_info","text","YES",,"期刊信息 (Original: sri_master.journal_info, ES: _source.JOUR)","^A心理发展与教育^B双月刊"
"scientific_research_institute","23","postal_code","character varying(50)","YES",,"邮编 (Original: sri_master.zip, ES: _source.ZIP)","528031"
"scientific_research_institute","24","address","character varying(500)","YES",,"地址 (Original: sri_master.address, ES: _source.ADDR)","广东省佛山季华西路瓷海国际B-1金意陶思想公园"
"scientific_research_institute","25","email","character varying(100)","YES",,"邮箱 (Original: sri_master.email, ES: _source.EMAIL)","29067@wisdri.com"
"scientific_research_institute","26","phone","character varying(100)","YES",,"电话 (Original: sri_master.tel, ES: _source.TEL)","82533899,82533802,82533888,82533666"
